Ville;adresse_full;Latitude;Longitude;participants_syndicats;source_syndicats;participants_police;participants_presse;source_presse;description_libre;lien
Castres;Castres France;43.606214;2.241295;;;3000;;;;https://www.ladepeche.fr/2023/01/31/greve-du-31-janvier-la-mobilisation-reste-intacte-a-castres-avec-3-000-manifestants-10963953.php
Albi;Albi France;43.9250853;2.1486413;20000;;15000;;;;https://www.ladepeche.fr/2023/01/31/greve-du-31-janvier-mardi-noir-de-monde-a-albi-avec-pres-de-15-000-manifestants-contre-la-reforme-des-retraites-10964056.php
Carcassonne;Carcassonne France;43.2132151;2.3517703;;;9500;;;;https://france3-regions.francetvinfo.fr/occitanie/herault/montpellier/greve-du-31-janvier-nouvelles-mobilisations-contre-la-reforme-des-retraites-a-montpellier-nimes-et-perpignan-2704854.html
Narbonne;Narbonne France;43.184277;3.003078;9000;;7800;;;;https://www.lindependant.fr/2023/01/31/aude-reforme-des-retraites-la-contestation-ne-sessouffle-pas-10964263.php
Figeac;Figeac France;44.60828799999999;2.032871;;;;4500;La Dépêche;;https://www.ladepeche.fr/2023/01/31/video-reforme-des-retraites-3-700-manifestants-a-cahors-4-500-a-figeac-1-000-a-biars-sur-cere-la-mobilisation-ne-faiblit-pas-10964438.php
Cahors;Cahors France;44.4475229;1.441989;;;3700;;;;https://www.ladepeche.fr/2023/01/31/video-reforme-des-retraites-3-700-manifestants-a-cahors-4-500-a-figeac-1-000-a-biars-sur-cere-la-mobilisation-ne-faiblit-pas-10964438.php
Gap;Gap France;44.566667;6.083333;4000;CGT;;;;;https://www.ledauphine.com/social/2023/01/31/hautes-alpes-haute-provence-reforme-des-retraites-les-corteges-sont-de-retour-dans-les-rues-des-alpes-du-sud
Guingamp;Guingamp France;48.561864;-3.151869;;;2300;;;;https://www.ouest-france.fr/economie/retraites/reforme-des-retraites-a-guingamp-plus-de-2000-personnes-defilent-dans-les-rues-03246c40-a146-11ed-b727-95140ec04a42
Bourg-en-Bresse;Bourg-en-Bresse France;46.204939;5.225621;7000;;4800;;;;https://france3-regions.francetvinfo.fr/auvergne-rhone-alpes/ain/bourg-bresse/reforme-des-retraites-des-milliers-de-personnes-defilent-a-bourg-en-bresse-ce-mardi-2705198.html
Romorantin;Romorantin France;47.3725911;1.7018261;1550;;1300;1400;La Nouvelle République;;https://www.lanouvellerepublique.fr/vendome/retraites-forte-mobilisation-a-vendome-et-romorantin
Troyes;Troyes France;48.2924465;4.041115;6000;;5800;;;;https://www.lest-eclair.fr/id451660/article/2023-01-31/greve-contre-la-reforme-des-retraites-dans-laube-troyes-bar-sur-aube-600#
Châlons-en-Champagne;Châlons-en-Champagne France;48.956682;4.363073;;;2000;;;;https://www.lunion.fr/id451623/article/2023-01-31/entre-5500-et-7500-personnes-ont-manifeste-reims-ce-mardi-31-janvier
Epernay;Epernay France;49.043411;3.956242;;;2000;;;;https://www.lunion.fr/id451623/article/2023-01-31/entre-5500-et-7500-personnes-ont-manifeste-reims-ce-mardi-31-janvier
Saint-Dizier;Saint-Dizier France;48.637692;4.947418;;;;;;;
Soissons;Soissons France;49.376636;3.32342;;;;3000;;;https://www.lunion.fr/id451662/article/2023-01-31/une-mobilisation-plus-importante-que-la-premiere-manifestation-soissons
Chateau-Thierry;Chateau-Thierry France;49.0459869;3.40262;;;;;;;
Charleville-Mézières;Charleville-Mézières France;49.76208500000001;4.726096;5800;;;;;;https://france3-regions.francetvinfo.fr/grand-est/champagne-ardenne/plus-forte-mobilisation-lors-de-la-greve-pour-les-retraites-les-chiffres-dans-les-ardennes-l-aube-la-marne-et-la-haute-marne-2705182.html
Maubeuge;Maubeuge France;50.280228;3.9674;3100;FO;;;;;https://www.lavoixdunord.fr/1285500/article/2023-01-31/direct-reforme-des-retraites-les-syndicats-esperent-une-mobilisation-encore-plus
Poitiers;Poitiers France;46.58022400000001;0.340375;14500;intersyndicale;7900;;La Nouvelle République;;https://www.lanouvellerepublique.fr/vienne/reforme-des-retraites-les-manifestants-en-nombre-dans-les-rues-de-poitiers?queryId%5Bquery1%5D=57cd2206459a452f008b4594&queryId%5Bquery2%5D=57c95b34479a452f008b459d&page=0&pageId=57da5cf3459a4552008b49d5
Châtellerault;Châtellerault France;46.816487;0.548146;;;;3500;La Nouvelle République;;https://www.lanouvellerepublique.fr/vienne/video-chatellerault-3-500-manifestants-le-31-janvier-contre-la-reforme-des-retraites
Thouars;Thouars France;46.976154;-0.216803;;;;1700;La Nouvelle République;;https://www.lanouvellerepublique.fr/deux-sevres/reforme-des-retraites-quelle-mobilisation-dans-les-deux-sevres-mardi-31-janvier?queryId%5Bquery1%5D=57cd2206459a452f008b4594&queryId%5Bquery2%5D=57c95b34479a452f008b459d&page=0&pageId=57da5ce0459a4552008b456f
Carhaix;Carhaix France;48.27558399999999;-3.574188;;;2000;;;;https://www.ouest-france.fr/economie/retraites/direct-reforme-des-retraites-greve-du-31-janvier-les-manifestations-a-brest-quimper-morlaix-a4e19778-a0c5-11ed-be8f-4d2939631a03
Pontivy;Pontivy France;48.066152;-2.967056;3000;;;;;;https://www.ouest-france.fr/economie/retraites/direct-reforme-des-retraites-greve-du-31-janvier-les-manifestations-a-lorient-vannes-et-pontivy-cc2a21be-a0ad-11ed-be8f-4d2939631a03
Foix;Foix France;42.964127;1.605232;;;;;;;
Saint-Gaudens;Saint-Gaudens France;43.106895;0.7237629999999999;;;;3000;La Dépêche;;https://www.ladepeche.fr/2023/01/31/direct-greve-du-31-janvier-contre-la-reforme-des-retraites-manifestations-debats-actions-suivez-la-journee-de-mobilisation-10962054.php
Marmande;Marmande France;44.500484;0.159869;;;1500;;;;https://www.sudouest.fr/economie/reforme-des-retraites/greve-du-31-janvier-a-marmande-1-500-personnes-defilent-contre-la-reforme-des-retraites-13888870.php
Chaumont;Chaumont France;48.113748;5.1392559;3200;intersyndicale;;2400;JHM;;https://jhm.fr/ alerte de 18h
Montélimar;Montélimar France;44.556944;4.749496;;;;5800;;;https://www.francebleu.fr/infos/societe/en-direct-quelle-mobilisation-contre-la-reforme-des-retraites-en-drome-ardeche-5222468
Beauvais;Beauvais France;49.42953869999999;2.0807123;10500;;3000;;;;https://www.courrier-picard.fr/id383898/article/2023-01-31/hauts-de-france-suivez-en-direct-les-manifestations-contre-la-reforme-des
Compiègne;Compiègne France;49.41781599999999;2.826145;7500;intersyndicale;5500;;;;https://www.courrier-picard.fr/id383898/article/2023-01-31/hauts-de-france-suivez-en-direct-les-manifestations-contre-la-reforme-des
Draguignan;Draguignan France;43.5377269;6.464993;4000;CGT;2700;;;;https://www.varmatin.com/greve-mouvements-sociaux/du-jamais-vu-des-manifestants-encore-plus-nombreux-contre-la-reforme-des-retraites-a-draguignan-824829
Saint-Omer;Saint-Omer France;50.750115;2.252208;5000;;4000;;;;https://www.ouest-france.fr/economie/retraites/direct-reforme-des-retraites-greve-du-31-janvier-les-manifestations-a-caen-lisieux-bayeux-ab3ee562-a138-11ed-b727-95140ec04a42
Gien;Gien France;47.6374513;2.7371902;;;;1450;La République du Centre;;https://www.larep.fr/orleans-45000/actualites/suivez-la-seconde-journee-de-mobilisation-contre-la-reforme-des-retraites-dans-le-loiret_14254536/
Chateaubriant;Chateaubriant France;47.720948;-1.3762239;3000;CFDT;1700;2700;Ouest-France;;https://www.ouest-france.fr/economie/retraites/direct-reforme-des-retraites-greve-du-31-janvier-les-manifestations-a-nantes-saint-nazaire-e5583488-a0a2-11ed-be8f-4d2939631a03
Sarlat;Sarlat France;44.890891;1.217292;1800;intersyndicale;1400;;Sud Ouest;;https://twitter.com/franckdelage24/status/1620441631236435968?s=20
Cherbourg;Cherbourg France;49.6423;-1.62551;18000;intersyndicale;;;;;https://www.francebleu.fr/infos/economie-social/retraites-les-premieres-manifestations-debutent-dans-la-manche-9880441
Bressuire;Bressuire France;46.84246;-0.492866;;;;1500;La Nouvelle République;;https://www.lanouvellerepublique.fr/deux-sevres/reforme-des-retraites-quelle-mobilisation-dans-les-deux-sevres-mardi-31-janvier?queryId%5Bquery1%5D=57cd2206459a452f008b4594&queryId%5Bquery2%5D=57c95b34479a452f008b459d&page=0&pageId=57da5ce0459a4552008b456f
Dinan;Dinan France;48.454366;-2.047327;;;;3500;Ouest-France;;https://www.ouest-france.fr/economie/retraites/direct-reforme-des-retraites-greve-du-31-janvier-les-manifestations-a-saint-brieuc-guingamp-5bc3ddb2-a0b1-11ed-a11b-e98c72bb00dc
Bergerac;Bergerac France;44.853806;0.483392;3000;SNES-FSU;;;;;https://twitter.com/SnesFSU24/status/1620445627430899712?s=20
Montauban;Montauban France;44.0221252;1.3529599;10000;;;;;;https://www.ladepeche.fr/2023/01/31/video-manif-du-31-janvier-plus-de-10-000-personnes-dans-la-rue-a-montauban-selon-les-syndicats-10964308.php
Vendôme;Vendôme France;47.792551;1.065343;2750;;2000;;;2 500 à 3 000 selon les syndicats;https://www.lanouvellerepublique.fr/vendome/retraites-forte-mobilisation-a-vendome-et-romorantin
Ploërmel;Ploërmel France;47.92925400000001;-2.396846;1000;;;;;;https://www.ouest-france.fr/economie/retraites/direct-reforme-des-retraites-greve-du-31-janvier-les-manifestations-a-lorient-vannes-et-pontivy-cc2a21be-a0ad-11ed-be8f-4d2939631a03
Langres;Langres France;47.86683;5.334297;;;2800;;;;https://jhm.fr/ alerte 18h58
Pont-Audemer;Pont-Audemer France;49.354883;0.5142989;1800;CGT;;;;;https://twitter.com/emmagrive/status/1620421178493124608
